Incident ID,Month,Year,State,FIPS,City Or County,Address,Business/Location Name,Victims Killed,Victims Injured,Suspects Killed,Suspects Injured,Suspects Arrested
2737513,October,2023,Florida,12,Miami,9600 SW 107th Ave,Atlantis Academy Miami,0,0,0,0,"1"
2737448,October,2023,Kansas,20,Wichita,2100 W 55th St S,Campus High School,0,0,0,0,"1"
2740014,October,2023,South Carolina,45,North Charleston,2263 Otranto Rd,Deer Park Middle School,0,0,0,0,"0"
2737320,October,2023,Pennsylvania,42,Mckeesport,1960 Eden Park Blvd,McKeesport Area Senior High School,0,0,0,0,"1"
2737997,October,2023,Minnesota,27,Saint Paul (Roseville),17855 Common Rd,Roseville High School,0,0,0,0,"0"
2737982,October,2023,Texas,48,Pasadena,1002 Fairmont Pkwy,V.W. Miller Intermediate School,0,0,0,0,"1"
2737554,October,2023,Maryland,24,Gwynn Oak (Woodlawn),1600 Langford Rd,Edmondson Heights Elementary School,0,1,0,0,"1"
2737855,October,2023,Arkansas,05,Springdale,2811 W Huntsville Ave,Central Junior High School,0,0,0,0,"1"
2737052,October,2023,South Carolina,45,Anderson,806 Pearman Dairy Rd,Westside High School,0,0,0,0,"1"
2737423,October,2023,Kentucky,21,Franklin,400 S College St,Franklin-Simpson County High School,0,0,0,0,"1"
2738935,October,2023,Florida,12,Miami,10855 SW 72nd St,Atlantis Academy - Miami LIFE Program,0,0,0,0,"1"
2736556,October,2023,Maryland,24,Bethesda,6400 Rock Spring Dr,Walter Johnson High School,0,0,0,0,"1"
2736706,October,2023,Wisconsin,55,Germantown,N118 W15860 Williams Dr,Kennedy Middle School,0,0,1,0,"0"
2737535,October,2023,Nevada,32,Las Vegas,1650 Silver Hawk Ave,Silverado High School,0,0,0,0,"1"
2734302,October,2023,North Carolina,37,Boonville,2516 Longtown Rd,Starmount High School,0,0,0,0,"1"
2736558,October,2023,Georgia,13,Atlanta,700 Beckwith St SW,Clark University Atlanta,0,1,0,0,"0"
2734591,October,2023,Florida,12,Tampa,13912 Nine Eagles Dr,Farnell Middle School,1,0,0,0,"0"
2795710,October,2023,Tennessee,47,Memphis,3389 Dawn Dr,Westside Middle School,0,0,0,0,"1"
2734544,October,2023,Georgia,13,Waynesboro,356 Southside Dr,Burke County Middle School,0,0,0,0,"0"
2734518,October,2023,Indiana,18,Evansville,2319 Stringtown Rd,Academy for Innovative Studies Diamond,0,0,0,0,"1"
2733807,October,2023,Michigan,26,Harper Woods,20225 Beaconsfield St,Harper Woods High School,0,0,0,0,"0"
2734135,October,2023,Washington,53,Vancouver,14300 NE 18th St,Evergreen High School,0,0,0,0,"1"
2733877,October,2023,Connecticut,09,Newtown,3 Primrose St,Newtown High School,0,0,0,0,"1"
2733122,October,2023,Kentucky,21,Louisville,3510 Goldsmith Ln,Seneca High School,0,0,0,0,"1"
2733985,October,2023,Kentucky,21,Florence,7056 Burlington Pike,Boone County High School,0,0,0,0,"1"
2732138,October,2023,Tennessee,47,Nashville,3150 McGavock Pike,McGavock High School,0,0,0,0,"1"
2732104,October,2023,North Carolina,37,Hope Mills,5301 Celebration Dr,Gray's Creek High School,0,0,0,0,"1"
2733592,October,2023,California,06,Stanford,50-28 Palm Dr,Stanford University Arboretum,0,1,0,0,"1"
2732816,October,2023,Georgia,13,Evans,4550 Cox Rd,Evans High School,0,0,0,0,"1"
2741087,October,2023,Arkansas,05,Springdale,101 S Pleasant St,Springdale High School,0,0,0,0,"1"
2732041,October,2023,Washington,53,Wapato,W C St and N Wasco Ave,N/A,0,0,0,0,"0"
2732607,October,2023,California,06,Adelanto,15620 Joshua Rd,Adelanto High School,0,0,0,0,"1"
2730430,October,2023,Texas,48,Denton,815 Cross Timber St,Fred Moore High School,1,1,0,0,"2"
2730696,October,2023,Mississippi,28,Jackson,1400 Valley St,University Pointe,1,0,0,0,"0"
2731875,October,2023,Missouri,29,Saint Louis (Kirkwood),11287 Manchester Rd,North Kirkwood Middle School,0,0,0,0,"1"
2730357,October,2023,Florida,12,Tampa,9401 N Blvd,Chamberlain High School,0,0,0,0,"1"
2731228,October,2023,Indiana,18,Newburgh,3344 IN-261,Castle High School,0,0,0,0,"0"
2729556,October,2023,New York,36,Brooklyn,2900 Bedford Ave,Brooklyn College,0,0,0,0,"1"
2728105,October,2023,Maryland,24,Baltimore,900 Druid Hill Ave,Joseph C Briscoe School,0,0,0,0,"1"
2727805,October,2023,North Carolina,37,Albemarle,311 Park Ridge Rd,Albemarle High School,0,0,0,0,"1"
2728085,October,2023,Illinois,17,Chicago,3151 W Walnut St,Beidler Elementary School,0,0,0,0,"0"
2745835,October,2023,South Carolina,45,Orangeburg,300 College Ave,South Carolina State University,0,0,0,0,"1"
2729086,October,2023,California,06,Bakersfield,1241 G St,Bakersfield High School,0,0,0,0,"4"
2727655,October,2023,Nevada,32,Henderson,460 N Arroyo Grande Blvd,Green Valley High School,0,0,0,0,"1"
2728317,October,2023,Georgia,13,Commerce,1435 Hoods Mill Rd,East Jackson Comprehensive High School,0,0,0,0,"1"
2728346,October,2023,Texas,48,Fort Worth (Forest Hill),4200 Dorsey St,Sellars Elementary,1,0,0,0,"0"
2728888,October,2023,Rhode Island,44,Providence,152 Springfield St,DelSesto Middle School,0,0,0,0,"0"
2727089,October,2023,South Carolina,45,Darlington,100 Magnolia St,Darlington County Adult Education,1,0,0,0,"1"
2727042,October,2023,Missouri,29,Poplar Bluff,3209 Oak Grove Rd,Poplar Bluff High School,0,0,0,0,"1"
2729540,October,2023,Maryland,24,Sparrows Point,7400 North Point Rd,Sparrows Point High School,0,0,0,0,"1"
2726613,October,2023,Ohio,39,Columbus,417 S Weyant Ave,Eastmoor Academy,0,0,0,0,"1"
2726417,October,2023,North Carolina,37,Hendersonville,1909 Four Seasons Blvd,McDonald's,1,0,0,0,"1"
2725639,October,2023,Maryland,24,Bowie,Henry Cir,Bowie State University,0,2,0,0,"0"
2725375,October,2023,North Carolina,37,Statesville,474 N Center St,Statesville High School,0,0,0,0,"1"
2733642,October,2023,Louisiana,22,Thibodaux,1355 Tiger Dr,Thibodaux High Stadium,0,0,0,0,"1"
2725580,October,2023,Ohio,39,Whitehouse,5967 Finzel Rd,Anthony Wayne High School,0,0,0,0,"1"
2725231,October,2023,New York,36,New York (Manhattan),850 10th Ave,Independence High School,0,0,0,0,"2"
2729873,October,2023,Michigan,26,Ypsilanti,2095 Packard St,Ypsilanti Community High School,0,0,0,0,"1"
2725139,October,2023,Michigan,26,Oak Park,13701 Oak Park Blvd,Oak Park High School,0,2,0,0,"0"
2724881,October,2023,Maryland,24,Glen Burnie,7550 Baltimore Annapolis Blvd,Glen Burnie High School,0,0,0,0,"1"
2724911,October,2023,Tennessee,47,Nashville,1800 Stratford Ave,Stratford High School,0,0,0,0,"1"
2724125,October,2023,Texas,48,Cibolo,1300 FM 1103,Byron P Steele High School,0,0,0,0,"1"
2724075,October,2023,New Mexico,35,Albuquerque,6701 Fortuna Rd NW,West Mesa High School,0,0,0,0,"2"
2723145,October,2023,North Carolina,37,Greensboro,Odell Pl,Greensboro College,0,0,0,0,"0"
2723032,October,2023,Washington,53,Seattle,400 23rd Ave,Garfield High School,0,0,0,0,"0"
2723198,October,2023,Minnesota,27,Saint Paul,740 Rose Ave W,Como Park Senior High,0,0,0,0,"1"
2722987,October,2023,Florida,12,North Port,2700 Panacea Blvd,Woodland Middle School,0,0,0,0,"1"
2724785,October,2023,Pennsylvania,42,East Stroudsburg,5180 Milford Rd,Middle Smithfield Elementary School,0,0,0,0,"0"
2723619,October,2023,Texas,48,Lufkin,309 S Medford Dr,Lufkin High School,0,0,0,0,"1"
2723831,October,2023,South Carolina,45,Piedmont,905 Wren School Rd,Wren High School,0,0,0,0,"1"
2723756,October,2023,California,06,Fairfield,205 E Atlantic Ave,Fairfield High School,0,0,0,0,"1"
2722363,October,2023,Maryland,24,Baltimore,1800 Argonne Dr,Morgan State University / Blount Towers,0,5,0,0,"2"
2724248,October,2023,Vermont,50,Fair Haven (Fairhaven),Cottage St,N/A,0,0,0,0,"2"
2722255,October,2023,North Carolina,37,Warsaw,1241 NC 24 and 50 Hwy,James Kenan High School,0,0,0,0,"1"
2724006,October,2023,Indiana,18,Evansville,2319 Stringtown Rd,Academy for Innovative Studies Diamond,0,0,0,0,"2"
2723837,October,2023,South Carolina,45,Little River,2100 Firetower Rd,Valorous Academy,0,0,0,0,"0"
2722339,October,2023,Pennsylvania,42,Philadelphia,1600 block of N Broad St,Temple University - Morgan Hall,0,1,0,0,"0"
2721350,October,2023,Pennsylvania,42,Greensburg,4345 PA-136,Hempfield Area High School,0,0,0,0,"0"
2722031,October,2023,Florida,12,Tampa,17410 Commerce Park Blvd,Freedom High School,0,0,0,0,"1"
2723797,October,2023,South Carolina,45,Seneca,N/A,N/A,0,0,0,0,"0"
2720601,October,2023,Pennsylvania,42,Philadelphia,1700 block of N 11th St,Temple University - Columbia Field,0,1,0,0,"0"
2720457,September,2023,Tennessee,47,Jackson,179 Allen Ave,Jackson Central-Merry Early College High,0,2,0,0,"0"
2719899,September,2023,Georgia,13,Griffin,310 E Poplar St,Griffin High School football stadium,1,0,0,0,"1"
2718859,September,2023,North Carolina,37,Mebane,3224 Old Hillsborough Rd,Audrey W Garrett Elementary,0,0,0,0,"1"
2718666,September,2023,South Carolina,45,Hemingway,13000 Choppee Rd,Carvers Bay Middle School,0,0,0,0,"2"
2719783,September,2023,North Carolina,37,Greensboro,1200 Lincoln St,James B. Dudley High School,1,1,0,0,"2"
2720722,September,2023,Alaska,02,Wasilla,N/A,N/A,0,0,0,0,"0"
2718119,September,2023,Michigan,26,Bay City,3201 Kiesel Rd,John Glenn High School,0,0,0,0,"1"
2718191,September,2023,Georgia,13,Columbus,1136 Hunt Ave,Rothschild Leadership Academy,0,0,0,1,"2"
2718698,September,2023,New York,36,Bronx,470 Jackson Ave,J. M. Rapport School Career Development,0,0,0,0,"1"
2774543,September,2023,Tennessee,47,Memphis,3306 Overton Crossing St,Memphis Business Academy,0,0,0,0,"1"
2718054,September,2023,Wisconsin,55,Janesville,1515 Lapham St,Van Buren Elementary School,0,0,0,0,"1"
2716918,September,2023,Texas,48,Houston,11625 Martindale Rd,Sterling High School,0,0,0,0,"1"
2724756,September,2023,Virginia,51,Palmyra,479 Cunningham Rd,The Light Academy,0,0,0,0,"1"
2717961,September,2023,Virginia,51,Lawrenceville,2171 Lawrenceville Plank Rd,Brunswick High School,0,0,0,0,"1"
2717956,September,2023,Virginia,51,Norfolk,Kenton Ave and Cary Ave,N/A,0,0,0,0,"1"
2728412,September,2023,New Jersey,34,Plainfield,1049 Central Ave,Cedarbrook K-8 Center,0,0,0,0,"0"
2718487,September,2023,Illinois,17,Marion,1609 W Main St,Marion Junior High School,0,0,0,0,"1"
2716644,September,2023,South Carolina,45,Simpsonville,3665 S Industrial Dr,Hillcrest High School,0,0,0,0,"2"
2718025,September,2023,California,06,Berkeley,1980 Allston Way,Berkeley High School,0,0,0,0,"2"
2718360,September,2023,Mississippi,28,Kiln,7084 Stennis Airport Rd,Hancock High School,0,0,0,0,"2"
2718045,September,2023,New Mexico,35,Rio Rancho,301 Loma Colorado Blvd NE,Rio Rancho High School,0,0,0,0,"1"
2716353,September,2023,Texas,48,Canton,1110 TX-243,Canton High School,0,0,0,0,"1"
2717110,September,2023,Pennsylvania,42,Philadelphia,2700 block of N Orkney St,N/A,0,1,0,0,"0"
2715510,September,2023,Texas,48,Odessa,1800 E 42nd St,Permian High School,0,0,0,0,"1"
2715607,September,2023,Maryland,24,Baltimore,1400 Orleans St,Paul Lawrence Dunbar High School,0,0,0,1,"0"
2720585,September,2023,Pennsylvania,42,Allentown,106 N 17th St,William Allen High School,0,0,0,0,"1"
2715431,September,2023,Minnesota,27,Saint Paul (Roseville),1240 County Rd B2 W,Roseville Area High School,0,0,0,0,"1"
2715428,September,2023,Minnesota,27,Saint Paul (Roseville),1240 County Rd B2 W,Roseville Area High School,0,0,0,0,"1"
2714517,September,2023,Alabama,01,Tuskegee,1200 W Montgomery Rd,West Commons,0,2,0,0,"0"
2713285,September,2023,Arizona,04,Phoenix,1101 E Thomas Rd,North High School,0,0,0,0,"1"
2714739,September,2023,Ohio,39,Lorain,2600 Ashland Ave,Lorain High School,0,0,0,0,"0"
2714676,September,2023,Kentucky,21,Louisville,4409 Preston Hwy,Louisville Male High School-Gheens,0,0,0,0,"0"
2718098,September,2023,Kentucky,21,Louisville,1312 Catalpa St,Maupin Elementary School,0,0,0,0,"1"
2716089,September,2023,Kansas,20,Ulysses,113 N Colorado St,Kepley Middle School,0,0,0,0,"0"
2712953,September,2023,Tennessee,47,Nashville,3150 McGavock Pike,McGavock High School,0,0,0,0,"1"
2728407,September,2023,New Mexico,35,Deming,1910 8th St,Ruben S. Torres Elementary School,0,0,0,0,"1"
2714100,September,2023,Wisconsin,55,Milwaukee,9700 W Grantosa Dr,Milwaukee Lutheran High School,0,0,0,0,"1"
2713018,September,2023,North Carolina,37,Rocky Mount,991 S Winstead Ave,Winstead Avenue Elementary,0,0,0,0,"0"
2712398,September,2023,Alabama,01,Anniston,4401 Saks Rd,Saks High School,0,0,0,0,"1"
2716785,September,2023,Wisconsin,55,Milwaukee,6945 N 41st St,Hawthorne Elementary School,0,0,0,0,"1"
2714522,September,2023,Arizona,04,Phoenix,1101 E Thomas Rd,North High School,0,0,0,0,"1"
2712502,September,2023,Florida,12,Milton,5445 King Arthurs Way,Avalon Middle School,0,0,0,0,"2"
2711513,September,2023,Maryland,24,Hyattsville (Landover),6501 Columbia Park Rd,Fairmont Heights High School,0,0,0,0,"1"
2712509,September,2023,Alabama,01,Tuscaloosa,300 Patriot Pw,Hillcrest High School,0,0,0,0,"1"
2713313,September,2023,North Carolina,37,Clayton,600 S Fayetteville St,Clayton High School,0,0,0,0,"1"
2712553,September,2023,Pennsylvania,42,Du Bois (Dubois),425 Orient Ave,DuBois Area Senior High School,0,0,0,0,"1"
2710743,September,2023,Mississippi,28,Jackson,2400 Robinson St,Provine High School,0,0,0,0,"1"
2709682,September,2023,Illinois,17,Belleville,4063 Frank Scott Pkwy W,Belleville West High School,0,0,0,0,"1"
2713707,September,2023,Texas,48,Texas City,1431 9th Ave N,Texas City High School,0,0,0,0,"1"
2709386,September,2023,Maryland,24,Columbia,9410 Kilimanjaro Rd,Oakland Mills High School,0,0,0,0,"1"
2709689,September,2023,Texas,48,San Antonio,4427 Chandler Rd,Jubilee Academy,0,0,0,0,"1"
2710080,September,2023,Georgia,13,Elberton,1108 Athens Tech Dr,Elbert County Middle School,0,0,0,0,"1"
2711746,September,2023,Massachusetts,25,Worcester,22 Waverly St,Worcester Alternative School,0,0,0,0,"1"
2709933,September,2023,Kentucky,21,Frankfort,400 E Main St,Kentucky State University,0,0,0,0,"1"
2708850,September,2023,Indiana,18,Muncie,1401 W Neely Ave,Ball State University,0,0,0,0,"0"
2708435,September,2023,North Carolina,37,Elkin,135 Old Virginia Rd,Elkin Elementary School,0,0,0,0,"0"
2708531,September,2023,Kansas,20,Kansas City,2501 Minnesota Ave,Wyandotte High School,0,0,0,0,"1"
2707831,September,2023,California,06,Banning,100 W Westward Ave,Banning High School,0,0,0,0,"1"
2707880,September,2023,Illinois,17,Country Club Hills,17401 Pulaski Rd,Hillcrest High School,1,0,0,0,"0"
2707733,September,2023,California,06,Hollister,1220 Monterey St,Hollister High School,0,0,0,0,"1"
2707657,September,2023,Ohio,39,Dayton,3640 Colonel Glenn Hwy,Wright State University,0,0,0,0,"1"
2709556,September,2023,Minnesota,27,Minneapolis (Edina),6754 Valley View Rd,Edina High School,0,0,0,0,"1"
2707420,September,2023,North Carolina,37,Jacksonville,365 Commons Dr S,Northside High School,0,0,0,0,"1"
2707356,September,2023,Alabama,01,Cherokee,1305 N Pike,Cherokee Elementary School,0,0,0,0,"0"
2706716,September,2023,Maine,23,Westbrook,125 Stroudwater St,Westbrook High School,0,0,0,0,"1"
2707949,September,2023,Idaho,16,Jerome,104 S Tiger Dr,Jerome High School,0,0,0,0,"1"
2706964,September,2023,Kentucky,21,Louisville,3526 W Muhammad Ali Blvd,Whitney Young Elementary School,0,0,0,0,"0"
2705757,September,2023,Mississippi,28,Gulfport,100 Perry St,Gulfport High School,0,0,0,0,"2"
2706183,September,2023,Alabama,01,Prattville,1315 Upper Kingston Rd,Prattville High School,0,0,0,0,"1"
2706165,September,2023,Massachusetts,25,Lowell,67 Middle St,Lowell Middlesex Academy Charter School,0,0,0,0,"1"
2706401,September,2023,Pennsylvania,42,Lancaster,1051 Lehigh Ave,McCaskey East High School,0,0,0,0,"1"
2705962,September,2023,North Carolina,37,Chapel Hill,209 South Rd,University of North Carolina at Chapel Hill,0,0,0,0,"1"
2707412,September,2023,Delaware,10,Newark,2575 Glasgow Ave,Paul M. Hodgson Vocational Technical High School,0,0,0,0,"1"
2706588,September,2023,Florida,12,Deland,1400 Aquarius Ave,DeLand Middle School,0,0,0,1,"0"
2705269,September,2023,Florida,12,Bradenton,1200 37th Ave E,Southeast High School,0,0,0,0,"1"
2704999,September,2023,Louisiana,22,Greensburg,14340 Highway 37,St. Helena College and Career Academy,1,2,0,0,"1"
2705024,September,2023,North Carolina,37,Raleigh,8301 Old Lead Mine Rd,Lead Mine Elementary Schoo,0,0,0,0,"0"
2704977,September,2023,New York,36,Bronx,328 Beekman Ave,N/A,0,1,0,0,"1"
2704467,September,2023,Arkansas,05,North Little Rock,801 W 29th St,Premier High School,0,0,0,0,"0"
2724192,September,2023,Illinois,17,Elk Grove Village,500 W Elk Grove Blvd,Elk Grove High School,0,0,0,0,"1"
2706068,September,2023,Texas,48,Edcouch,601 N Yellow Jacket Dr,Edcouch-Elsa High School,0,0,0,0,"1"
2704321,September,2023,Texas,48,Odessa,601 E 38th St,Wilson and Young Middle School,0,0,0,0,"1"
2708098,September,2023,Indiana,18,Michigan City,8466 W Pahs Rd,Michigan City High School,0,0,0,0,"1"
2705559,September,2023,Ohio,39,Toledo,222 McTigue Dr,Rogers High School,0,0,0,0,"1"
2704721,September,2023,California,06,Merced,2768 Ranchero Ln,Joe Stefani Elementary School,0,0,0,0,"0"
2714120,September,2023,Wisconsin,55,Milwaukee,1011 W Center St,North Division High School,0,0,0,0,"1"
2710001,September,2023,Montana,30,Missoula,32 Campus Dr,University of Montana,0,0,0,0,"1"
2703083,September,2023,Arkansas,05,Little Rock,3200 Coleman Place,"University Village Apartments, UALR Dorm",1,0,0,0,"0"
2702961,September,2023,New York,36,Utica,1203 Hilton Ave,Thomas R. Proctor High School,0,1,0,0,"1"
2704401,September,2023,New Mexico,35,Roswell,500 W Hobbs St,Roswell High School,0,0,0,0,"1"
2702932,September,2023,Ohio,39,Dayton,4401 Free Pike,Belle Haven Elementary School,0,0,0,0,"0"
2702230,September,2023,California,06,Fortuna,2292 Newburg Rd,Eel River Community School,0,0,0,0,"1"
2703804,September,2023,Virginia,51,Manassas,13833 Dumfries Rd,Charles J. Colgan Sr. High School,0,0,0,0,"0"
2701976,September,2023,Washington,53,Everett,7701 Hardeson Rd,Westridge Mobile Home Park,1,0,0,0,"2"
2702642,September,2023,South Carolina,45,Summerville,1101 Boone Hill Rd,Summerville High School,0,0,0,0,"1"
2702298,September,2023,North Carolina,37,Lumberton,3901 Fayetteville Rd,Lumberton High School,0,0,0,0,"2"
2705525,September,2023,New Mexico,35,Albuquerque,10800 Dennis Chavez Blvd SW,Atrisco Heritage Academy High School,0,0,0,0,"2"
2703239,September,2023,Alabama,01,Mobile,3900 Pleasant Valley Rd,Davidson High School,0,0,0,0,"1"
2701491,September,2023,Arizona,04,Phoenix,3415 N 59th Ave,Maryvale High School,0,0,0,0,"1"
2700482,September,2023,Ohio,39,Columbus,230 W 10th Ave,The Residence on Tenth,0,0,0,0,"1"
2700754,September,2023,Texas,48,Whitehouse,901 E Main St,Whitehouse High School,0,0,0,0,"0"
2700399,September,2023,Washington,53,Olympia,2707 Conger Ave NW,Capital High School,0,0,0,0,"1"
2701287,September,2023,Texas,48,Richmond,6707 FM 1464,George Bush High School,0,0,0,0,"2"
2702065,September,2023,North Carolina,37,High Point,7847 Clinard Farms Rd,Phoenix Academy,0,0,0,0,"1"
2700987,September,2023,Virginia,51,Hampton,1646 Briarfield Rd,Adult and Alternative Learning Center,0,0,0,0,"1"
2700841,September,2023,Maryland,24,Baltimore,801 Bridgeview Rd,Cherry Hill Elementary/Middle School,0,0,0,0,"1"
2700608,September,2023,South Carolina,45,Dillon,926 State Rd S-17-338,Gordon Elementary School,0,0,0,0,"0"
2700552,September,2023,Florida,12,Jacksonville,4815 Wesconnett Blvd,Westside Middle School,0,0,0,0,"1"
2699373,September,2023,California,06,Bakersfield,300 Galaxy Ave,North High School,0,0,0,0,"1"
2700063,September,2023,Oklahoma,40,Sand Springs,104 W 4th St,Page Academy,0,0,0,0,"0"
2699496,September,2023,California,06,Oakland,12250 Skyline Blvd,Skyline High School,0,0,0,0,"3"
2699904,September,2023,Arizona,04,Phoenix,3000 N 19th Ave,Linda Abril Educational Academy,0,0,0,0,"1"
2698334,September,2023,Tennessee,47,Nashville,2400 Blakemore Ave,Blair School of Music,0,0,0,0,"0"
2696563,September,2023,Indiana,18,Avon,7203 US-36,Avon Academy,0,0,0,0,"1"
2700684,September,2023,Tennessee,47,Maryville,3741 E Lamar Alexander Pkwy,Heritage High School,0,0,0,0,"1"
2696482,September,2023,South Carolina,45,Lexington,180 Midway Road,Midway Elementary School,0,0,0,0,"1"
2696512,September,2023,Florida,12,Tampa,5000 N Central Ave,Hillsborough High School,0,0,0,0,"1"
2697408,September,2023,Florida,12,Riverview,8538 Eagle Palm Dr,Spoto High School,0,0,0,0,"1"
2696970,September,2023,Louisiana,22,Port Allen,3553 Rosedale Rd,Port Allen High School / Guy Otwell Stadium,1,1,0,0,"1"
2700889,September,2023,Tennessee,47,Louisville,6000 Brownsboro Rd,Ballard High School,0,0,0,0,"1"
2696730,August,2023,Texas,48,North Richland Hills,9200 Mid Cities Blvd,Birdville Fine Arts Athletics Complex,0,0,0,0,"1"
2695713,August,2023,Georgia,13,Sharpsburg,400 Sharpsburg McCollum Rd,East Coweta High School,0,0,0,0,"1"
2697273,August,2023,California,06,Santa Monica,1900 Pico Blvd,Santa Monica College,0,0,0,0,"1"
2696053,August,2023,Texas,48,Temple,415 N 31st St,Temple High School,0,0,0,0,"1"
2695792,August,2023,Nevada,32,Las Vegas,3800 E Harris Ave,Desert Pines High School,0,0,0,0,"1"
2694555,August,2023,Alabama,01,Harvest,2680 Jeff Rd NW,Sparkman 9th Grade School,0,0,0,0,"1"
2695190,August,2023,Arkansas,05,Fort Smith,2301 N B St,Northside High School,0,0,0,0,"1"
2694792,August,2023,Georgia,13,Atlanta,211 Memorial Dr SE,Wesley International Academy,0,0,0,0,"0"
2694853,August,2023,Alaska,02,Anchorage,4025 E Northern Lights Blvd,Bettye Davis East Anchorage High School,0,0,0,0,"0"
2692873,August,2023,North Carolina,37,Chapel Hill,131 South Rd,UNC / Caudill Labs,1,0,0,0,"1"
2692924,August,2023,North Carolina,37,Greensboro,409 Friendway Rd,Western Guilford High School,0,0,0,0,"1"
2693383,August,2023,Arizona,04,Phoenix,2620 E Liberty Ln,Kyrene de la Estrella Elementary School,0,0,0,0,"0"
2693380,August,2023,Louisiana,22,Slidell,300 Spartan Dr,Salmen High School,0,0,0,0,"1"
2691403,August,2023,Alabama,01,Flomaton,21200 US-31,Flomaton High School,0,0,0,0,"1"
2690672,August,2023,Maryland,24,Hyattsville (Adelphi),8820 Riggs Rd,Sonia Sotomayor Middle School,0,0,0,0,"0"
2691405,August,2023,Florida,12,Lake City,469 SW Fighting Tiger Dr,Columbia High School,0,0,0,0,"2"
2690422,August,2023,Illinois,17,Cicero,5425 W 31st St,Columbus West Elementary School,0,0,0,0,"1"
2690901,August,2023,Oklahoma,40,Choctaw,14300 NE 10th St,Bill Jensen Field / Choctaw High School,1,2,0,0,"1"
2691101,August,2023,North Carolina,37,Greensboro,1403 John W Mitchell Dr,NC A and T Student Center,0,1,0,0,"1"
2691013,August,2023,California,06,Los Angeles,300 E 53rd St,Dr Maya Angelou Community High School,0,1,0,0,"0"
2691037,August,2023,Alabama,01,Bessemer (Hueytown),4881 15th St Rd,Hueytown High School,0,0,0,0,"1"
2691167,August,2023,Arizona,04,Goodyear,14802 W Wigwam Blvd,Millennium High School,0,0,0,0,"1"
2691086,August,2023,Pennsylvania,42,Abington,900 Highland Ave,Abington High School,0,0,0,0,"1"
2691667,August,2023,Oklahoma,40,Tulsa,1514 E Zion St,Booker T Washington High School,0,0,0,0,"0"
2693394,August,2023,Ohio,39,Toledo,701 E Central Ave,Woodward High School,0,0,0,0,"2"
2691060,August,2023,South Carolina,45,Georgetown,2500 Anthuan Maybank Dr,Georgetown High School,0,0,0,0,"1"
2691614,August,2023,Georgia,13,Columbus,400 4th St,A J Mc Clung Memorial Stadium,0,0,0,0,"3"
2690363,August,2023,Indiana,18,Evansville,635 Lincoln Ave,Lincoln Elementary School,0,0,0,0,"1"
2690682,August,2023,Arizona,04,Mesa,10045 E Madero Ave,Desert Ridge High School,0,0,0,0,"1"
2691265,August,2023,Louisiana,22,Ville Platte,210 W Cotton St,Ville Platte High School,0,0,0,0,"0"
2689644,August,2023,Georgia,13,Marietta,1171 Whitlock Ave NW,Marietta High School,0,0,0,0,"1"
2688643,August,2023,Tennessee,47,Clarksville,251 E Pine Mountain Rd,Kenwood High School,0,0,0,0,"1"
2689510,August,2023,Texas,48,Lubbock,3211 47th St,Monterey High School,0,0,0,0,"0"
2688223,August,2023,Texas,48,Seguin,215 Short Ave,Jefferson Elementary School,0,0,0,0,"0"
2687858,August,2023,Tennessee,47,Crossville,1219 Cook Rd,Stone Elementary School,0,0,0,0,"2"
2688269,August,2023,North Carolina,37,Winston Salem (Winston-salem),1600 Brewer Rd,Parkland High School,0,0,0,0,"1"
2688410,August,2023,Alabama,01,Huntsville,4900 Meridian St,Ernest L. Knight Complex,0,0,0,2,"2"
2693023,August,2023,Idaho,16,Castleford,500 Main St,Castleford High School,0,0,0,0,"1"
2688931,August,2023,Indiana,18,Indianapolis,2255 Ralston Ave,KIPP Indy Legacy High School,0,0,0,0,"1"
2688208,August,2023,Ohio,39,Hamden,38234 OH-93,South Elementary,0,0,0,0,"1"
2689995,August,2023,Illinois,17,Palatine,1111 N Rohlwing Rd,Palatine High School,0,0,0,0,"1"
2687211,August,2023,Florida,12,Bradenton,1200 37th Ave E,Southeast High School,0,0,0,0,"1"
2688011,August,2023,Florida,12,Coconut Creek,1400 NW 44th Ave,Coconut Creek High School,0,0,0,0,"1"
2686804,August,2023,Louisiana,22,Rayville,193 LA-3048,Rayville High School,0,0,0,0,"0"
2686718,August,2023,South Carolina,45,Goose Creek,98 Westview Blvd,Westview Primary School,0,0,0,0,"2"
2687564,August,2023,Arkansas,05,Fayetteville,994 MLK Jr Blvd,Fayetteville High School,0,0,0,0,"0"
2691160,August,2023,South Carolina,45,Orangeburg,300 College Ave,South Carolina State University,0,0,0,0,"1"
2691152,August,2023,South Carolina,45,Orangeburg,300 College Ave,South Carolina State University,0,0,0,0,"1"
2691157,August,2023,South Carolina,45,Orangeburg,300 College Ave,South Carolina State University,0,0,0,0,"1"
2691148,August,2023,South Carolina,45,Orangeburg,Geathers St,South Carolina State University,0,0,0,0,"1"
2718220,August,2023,Georgia,13,Columbus,4150 Cusseta Rd,Odis Spencer Stadium,0,0,0,0,"1"
2687314,August,2023,Indiana,18,Indianapolis,1500 E Michigan St,Arsenal Technical High School,0,0,0,0,"1"
2684781,August,2023,Ohio,39,Canal Winchester,300 Washington St,Canal Winchester High School,0,0,0,0,"3"
2685423,August,2023,Tennessee,47,Nashville,1800 Stratford Ave,Stratford High School,0,0,0,0,"1"
